recipe_id,food_id,요리,레시피 고유 번호,레시피 제목,요리명,요리 소개,스크랩수,재료,요리인분,요리 난이도,요리 시간,img
357,81,오일소스스파게티,6885980,봄향기가 물씬♥냉이오일파스타,냉이오일파스타,향기로운 냉이와 함께 즐기는 감칠맛이 풍부한 냉이오일파스타 : ) 깔끔하게 파스타를 즐겨보세요!   세상의 모든 레시피 만개의레시피 ,319,[필수재료] 냉이 1줌(50g)| 스파게티면 2인분| 양파 1/8개| 통마늘 3개| 면수 1/4종이컵| 올리브유 3숟가락| 후추 약간| 연두순 1숟가락| 연두청양초(선택가능/칼칼한맛을원할경우) 약간,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/357/357_recipe_img.jpg
358,82,일식우동,6865521,[집밥] 백종원 카레우동 # 초간단 5분이면 완성.,카레우동,크림카레파스타 스러운 카레우동입니다. 정말 5분이면 완성. 최근 만든 요리중에 가장 쉬웠어요^^,5961,[재료] 우유 2컵| 카레가루 3T| 우동사리 1봉| 양파(옵션) 1/4개,1인분,아무나,5분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/358/358_recipe_img.jpg
359,82,일식우동,6933472,고추참치비빔우동 : 경축! 이정현 편스토랑 참치편! 우승작! 집에서 도전,고추참치비빔우동,떠오르는 이정현 레시피!  CU 편의점이 출시된 이정현의 고추참치비빔면!  쉬운 재료로 집에서도 만들어 볼수 있어요!  집근처 씨유가 없다면?! 도전?!!!  세상의 모든 레시피 만개의레시피 ,2563,[필수재료] 통조림참치 1캔| 양파 1/2개| 쪽파 1대| 참기름 약간| 검은깨 약간| 김가루 2숟가락| 우동면 1개 [양념재료] 고춧가루 2숟가락| 까나리액젓 1숟가락| 간장 1숟가락| 고추기름 7숟가락,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/359/359_recipe_img.jpg
360,82,일식우동,6842295,쯔유로 어묵우동 만들기,어묵우동,간단 어묵우동 만들기,1803,[재료] 어묵 1봉| 파 약간| 표고버섯 1개| 맛살 1개 [양념] 쯔유 6큰술| 소금 약간| 물 3컵,1인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/360/360_recipe_img.jpg
361,82,일식우동,6829811,부드러운 크림우동 만들기,크림우동,우유와 치즈로만 맛을낸 부드러운 크림우동 만들기에 도전했어요.. 통통한 면을 넣고 만들었는데 ?쫄깃한 면발과 부드러운 소스가 어우러진 바로 이메뉴! 맛있어요.,1712,[재료] 우동 사리 소포장 1봉지| 칵테일 새우 4마리| 베이컨 100g| 양파 1/3개| 다진마늘 1/2스푼 [크림소스] 우유 2컵| 슬라이스 체다치즈 3장| 계란노른자 1개| 허브솔트 약간,1인분,중급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/361/361_recipe_img.jpg
362,82,일식우동,3467169,김치어묵우동 끓이기,김치어묵우동,가족들을 위해 간단하게 만든 김치어묵우동  아이들이 먹으면서 국물맛을 아는지 시원하다 하면서 먹더라고요.,1474,[재료] 우동면 2개(210g짜리 2개)| 멸치다시마육수 4+1/2컵| 사각어묵 2장| 익은배추김치 3장| 다진파 2T [양념] 국간장 2T| 다진마늘 1/3T| 소금 1/2T정도| 후추가루 소량| 고추가루 소량,2인분,초급,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/362/362_recipe_img.jpg
363,83,볶음우동,6831960,청양고추를 넣어서 매콤한 볶음우동  쉽게 만들기,볶음우동,매콤한 맛이 땡기는 날 쉽고 간단하게 만드는 볶음우동 ,6901,[재료] 우동면 400g| 버섯| 양파| 청경채| 숙주| 청양고추| 대파 [양념] 간장 2T| 고추가루 1T| 다진마늘 1T| 굴소스 2T| 올리고당 2T| 물 1T,2인분,초급,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/363/363_recipe_img.jpg
364,83,볶음우동,6878726,자투리채소를 이용한 백종원 볶음우동 ( 야끼우동)레시피,볶음우동,집에 있는 자투리채소를 이용해서 볶음우동 ( 야끼우동) 을 만들었어요.  간단한 한끼로도 좋고 맥주 한잔 곁들이니 집에서도 이자카야 분위기를 낼 수 있는 볶음우동 ( 야끼우동) 백종원레시피를 응용해서 만들어 보았습니다.,4247,[재료] 우동면 1인분| 양파 1개| 당근 1/4개| 양배추 1/6 개| 칵테일새우(or햄) 10-15마리,1인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/364/364_recipe_img.jpg
365,83,볶음우동,6837583,매콤한 한그릇요리  해물볶음우동,해물볶음우동,아이들없이 혼자먹는 점심   아이들이없으니 매콤~하게 만들어 간단하게 해물볶음우동을 만들었어요.. 혼자먹더라도 푸짐하게   영양가있게 잘 챙겨먹자구요^^,3171,[재료] 우동면| 모듬해물| 양배추| 청경채| 양파| 통마늘| 파프리카| 버섯| 참기름 [양념] 고추장 1.5| 고추가루 2| 올리고당 1| 간장 1| 설탕 0.5| 굴소스 1| 다진마늘| 후추,1인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/365/365_recipe_img.jpg
366,83,볶음우동,6871475,해물볶음우동,해물볶음우동,간단한 한끼 식사로도 좋고 술안주로 좋은 해물볶음우동이에요 제목은 해물볶음인데... 냉장고 털기로 간단하게 만들었어요^^,3107,[재료] 깐새우 150g| 오징어 1마리| 우동면 2봉| 숙주 150g| 양파 1/2개| 대파 1/2대| 청양고추 2개| 홍고추 1개| 마늘 6쪽 [양념소스] 굴소스 2큰술| 간장 2큰술| 고춧가루 1/2큰술| 매실주 1큰술| 올리고당 기호껏| 참기름 약간| 깨소금 약간,3인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/366/366_recipe_img.jpg
367,83,볶음우동,4141358,어묵 볶음 우동 만들기,어묵볶음우동,아이들이 좋아하는 어묵과 우동으로 어묵볶음우동 만드는법입니다. 어묵 좋아하는 아이들도 좋아하고 또 우동면이랑도 어묵이 잘 어울린답니다.,2809,[재료] 우동면 200g| 어묵 120g| 양파 1/4개| 대파| 오일 1숟갈| 다진마늘| 깨소금 [양념] 간장 3숟갈| 고추가루 1/2숟갈| 물 3숟갈| 다진마늘| 참기름 1/2숟갈| 올리고당 2/3숟갈| 후춧가루,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/367/367_recipe_img.jpg
368,84,자장면,6838655,백선생  백종원 중국집 짜장면 만들기~!,짜장면,집밥백선생의 짜장면 레시피를 보고 만들었습니다.,4934,[재료] 양파 1개| 양배추 1/5개| 돼지고기 200g| 오이 1/3개| 파 2줄기| 파스타면 2인분 [양념] 춘장 1/3컵| 설탕 1T| 물전분 3T,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/368/368_recipe_img.jpg
369,84,자장면,6881346,미우새 궁상민 짜장면 주말에 딱이야!,짜장면,#궁상민짜장 #이상민짜장면 #이상민짜파게티 ⓒ불량엄마소자매마미 미우새 궁상민 짜장면 주말에 딱이야! 지난 주말 재방송 미우새를보다가 보고 말았어요~! 한밤중에 먹거리 보는 것만큼 괴로운 게 없는데 ㅎㅎㅎ 이상민씨가 딘딘씨에게 끓여줬던 궁상민짜장. 평소 짜파게티 좋아하는 울 집 가족 취향 제대로 저격. 바로 다음날 만들어 먹었어요. 주말은 아빠가 요리사~~~ 노래를 불렀지만 외면한 그 남자 ㅡ .ㅡ;;; 스티커 이미지 요즘 반항중인 게냐~~~!!! 늦잠 느러지게 자고 주말 아점으로 만들었어요.,1041,[재료] 짜파게티 4개| 양파 1개| 만두 소 12개분| 생강가루 1/3작은수저| 대파| 물 1컵| 카놀라유 2수저,1인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/369/369_recipe_img.jpg
370,84,자장면,6871004,검은빛의 유혹  짜장면~^^,짜장면,아이들의 단골메뉴 짜장면 ~^^ 반찬이 필요없는 한그릇 밥상입니다.,979,[재료] 돼지고기 400g| 양파 중2개| 양배추 1/4개| 호박 1/2개| 당근 1/2개| 완두콩 약간| 칼국수면 500g [양념] 짜장가루 1컵| 포도씨유 1/2컵| 생강즙 1/2스푼| 간마늘 1/2스푼,4인분,중급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/370/370_recipe_img.jpg
371,84,자장면,3660025,홈메이드 짜장면,짜장면,이사할때 졸업할때 만만할때 누구나 즐겨먹는 짜장면  넘 먹고싶어서 만들어 본 짜장면~ 정말 맛이 기가 막혀요.,778,[재료] 생면(시판용)| 양배추 1/4개| 양파 1개| 돼지고기 20g| 당근 1/2개| 애호박 1/2개 [양념] 춘장 5스푼| 올리브유 4스푼| 다진마늘 1스푼| 물 1컵,1인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/371/371_recipe_img.jpg
372,84,자장면,6915664,고기듬뿍 짜장면 만들기 만드는법레시피 Korean Jajangmyeon,짜장면,사다놓은 고기가 있어 고기를 듬뿍 넣고 짜장면을 만들어 봤습니다.  워낙 짜장면을 좋아해서 자주 해먹는 메뉴에요~,675,[재료] 돼지고기 450g| 양파 2개| 배춧잎 10장| 호박 1/3| 대파 1대| 춘장 1+1/2큰술| 다진생강 1/2큰술| 다진마늘 1큰술| 간장 2큰술| 설탕 1+1/2큰술| 식용유| 굴소스 1큰술| 후추| 소금| 물 1+1/2컵| 물전분| 생면,2인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/372/372_recipe_img.jpg
373,85,잔치국수,6836180,잔치국수 양념장 황금레시피 이렇게~,잔치국수양념장,따스한 육수에 호로록 말아먹은 잔치국수 황금레시피 알려드릴게요. 물론 더 맛있게 만들어주는 양념장까지요 ^^,38362,[재료] 국수| 호박| 당근| 계란| 김가루| 김치(익은것) [육수 재료] 국물용멸치 1줌| 무| 대파| 양파 1/2개| 다시마(5x5) 2장| 국간장 1스푼| 물 1400ml [양념장] 간장 4스푼| 고추가루 1스푼| 매실액 1스푼| 참기름 1스푼| 깨 1스푼| 다진고추 1스푼| 다진대파 1스푼| 다진마늘 1/2스푼,2인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/373/373_recipe_img.jpg
374,85,잔치국수,4668017,멸치육수가 시원한 잔치국수,멸치육수잔치국수,가끔 은근히 생각나는 메뉴중에 하나가 잔치국수인데요. 시원하면서도 자극적이지 않은 멸치육수 넣고 국수 끓여봤어요.,8303,[재료] 소면 1웅큼| 김가루| 송송 썰은파 약간 [육수재료] 다시멸치 10마리| 물 500ml| 국간장 1스푼| 소금 2꼬집| 다진마늘 약간 [김치양념] 송송 썰은 김치 2스푼| 통깨 1/4스푼| 설탕 1/4스푼| 참기름 약간,1인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/374/374_recipe_img.jpg
375,85,잔치국수,6860167,따땃한 국물과 함께 호로록~ 잔치국수♨,잔치국수,호로록 탱글한 면발 흡입하고 마지막 국물 한 방울까지 원샷하면 속이 따땃♥ 세상의 모든 레시피 만개의레시피,4729,[필수 재료] 소면 1줌(100g)| 애호박 1/6개| 당근 1/6개| 양파 1/4개| 달걀 1개 [육수 재료] 멸치 1줌(15마리)| 물 6C| 다시마 (10cm X 10cm) 1장| 무 300g| 양파 1/2개 [양념장 재료] 간장 3T| 고춧가루 1T| 고추 1개| 물 2T| 다진 마늘 1/4T| 설탕 1T| 맛술 1T| 부순 참깨 1T| 참기름 약간,1인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/375/375_recipe_img.jpg
376,85,잔치국수,6865730,잔치국수 황금레시피♬ 비법은 양념장과 고명김치양념!,잔치국수양념장,?주말인오늘 날씨는 화창한데  미세먼지로 가득~한 날씨때문에 집안에서 하루종일 꽁꽁이 했어요  사실 면요리는 그닥~ 좋아하지 않는데  오늘따라 침샘고이게 면이 땡겨서   한번 만들어봤답니다  이유식먹는 아기랑 함께 먹으려고 비빔국수 대신 선택한  잔치국수!!  황금레시피로 자세히 알려드릴께요!! ,4409,[재료] 소면| [육수]| 양파| 멸치| 다시마| 무| [양념장]| 간장 3| 고추가루 2| 설탕 1/2스푼| 깨 듬뿍| 애호박| 지단| 양념김치| 파| 다진마늘,2인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/376/376_recipe_img.jpg
377,85,잔치국수,6913492,국물이 일품인 잔치국수 만들기. 멸치국수 레시피/양념장  육수만드는법,잔치국수,제가 국수를 너무 좋아해서 자주 해먹는 잔치국수입니다. 자 오늘은 제 방식의 잔치국수입니다.,4362,[재료] 국물용 멸치 20~30마리| 대파 1/2| 양파 1/2| 호박 1/3| 당근 1/3| 다진마늘 1+1/2큰술| 소면 양껏| 표고버섯 1개| 달걀 2개| 청양고추 2개,4인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/377/377_recipe_img.jpg
378,86,짬뽕,4530245,추위를 녹여주는 한그릇 요리 오징어짬뽕,오징어짬뽕,날이 춥고 바람이 불때는 추위를 녹여주는 한그릇 요리가 제격이잖아요. 그래서 만들어 먹은 오징어짬뽕 한그릇~,7391,[재료] 오징어 1마리| 대파 1개| 홍고추 1개| 청양고추 1개| 양파 1/2개| 애호박 약간 [육수 재료] 다시마| 멸치| 건새우 [양념] 소금| 후춧가루| 국간장 1큰술| 맛술 1작은술 [양념] 고춧가루 2큰술| 다진마늘 1작은술| 식용유(혹은 고추기름) 2큰술,2인분,초급,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/378/378_recipe_img.jpg
379,86,짬뽕,6840909,집밥 백선생 짬뽕 ,짬뽕,각종 채소와 해물을 넣어 시원하면서도 푸짐한 집밥백선생표 짬뽕이예요. 고춧가루를 넣어 더욱 칼칼하고 쫄깃한 면발과 풍성한 건더기를 함께 한 입 먹으면 중국집에서 파는 딱! 그 맛이 재현된답니다. 든든한 한끼 식사로 최고에요. ,6891,[재료] 오징어| 돼지고기 1 종이컵| 양배추 1 컵사발| 당근 1 종이컵| 호박 1 컵사발| 양파 1 컵사발| 청양 고추 1소주컵| 부추 1 종이컵| 파 [양념] 생강| 후추| 고춧가루| 간장| 소금,1인분,중급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/379/379_recipe_img.jpg
380,86,짬뽕,6865551,오징어 한마리가 첨벙♬ ~ 오징어 짬뽕♪,오징어짬뽕,얼큰 시원한 새빨간 짬뽕에 오징어가 퐁당~♡ ♨ 짬뽕 한 뚝배기 하실래예~? ♨ 세상의 모든 레시피 만개의레시피,6330,[필수재료] 오징어 1마리| 양파 1개| 양배추 100g| 당근 50g| 대파(10cm) 2개| 청양고추 2개| 멸치 다시마 육수 800ml [양념 재료] 청주 1T| 고춧가루 3T| 다진 마늘 1T| 국간장 2T| 굴소스 1T| 후추 약간| 소금 1/3T [선택 재료] 부추 1줌(50g)| 쥬키니 호박 1/3개,4인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/380/380_recipe_img.jpg
381,86,짬뽕,6871738,【얼큰 시원한 짬뽕 만들기】,짬뽕,집에 있는 재료로 후다닥 짬뽕을 만들어 보아요 :-),3352,[재료] 오징어 1마리| 새우 4마리| 돼지고기 80g| 양배추 2줌| 양파 1개| 대파 1줄기| 호박 1/3개| 땡초 2개 [양념] 식용유 4T| 다진마늘 2T| 고춧가루 6T| 간장 2T| 액젓 1T| 후추 4~5번톡톡| 맛소금 1T| 맛술 2T,3인분,아무나,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/381/381_recipe_img.jpg
382,86,짬뽕,6907695,신랑표ㅎ짬뽕탕~*,짬뽕탕,울 집 대장 중국집 차려도 되겠다ㅋㅋ 중국집 보다 더 맛좋으다요 맛보고 깜놀~  엄지척! 스방~~ 궁디 팡팡~~~  저는 옆에서 사진찍고 보조만 했어욤 ,2426,[재료] 오징어 1마리| 홍합 2줌| 새우 12마리| 배추잎 5장| 청양초 3개| 대파 2대| 양파 1개| 당근 적당량| 호박 적당량 [양념] 고춧가루 3큰술| 고추기름 3큰술| 굴소스 1큰술| 후추 톡톡톡톡| 카놀라유 3큰술| 다진마늘 1큰술 반| 물 1500ml| 액젓 취향껏가감,5인분,아무나,60분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/382/382_recipe_img.jpg
383,87,짬뽕라면,6889275,불맛으로 화끈하게♥불맛짬뽕라면,짬뽕라면,해장하려고 끓였는데 또 쐬주땡겨버리는 불맛 짱짱한 화끈한 짬뽕라면!   세상의 모든 레시피 만개의레시피 ,1503,[필수재료] 라면 1봉지| 대패삼겹살 1줌| 양파 1/4개| 양배추 약간| 대파 1/2대| 뜨거운 물 500ml [양념재료] 진간장 1숟가락| 고춧가루 1숟가락,1인분,초급,30분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/383/383_recipe_img.jpg
384,87,짬뽕라면,6870756,집밥백선생3 백종원의 불맛짬뽕라면 만들기,짬뽕라면,불맛과 비슷한 눌린 맛을 이용하여 스페셜하게 재탄생된 불맛짬뽕라면이에요. 쫄깃한 면발과 대패 삼겹살의 조화가 잘 어울린답니다.    ,501,[재료] 라면 1개| 대패삼겹살 1주먹| 양파 1/4개| 대파 1/3대| 진간장 1T| 고춧가루 1T| 물 550ml (조리법에 나온 양)| 식용유 조금,1인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/384/384_recipe_img.jpg
385,87,짬뽕라면,6878929,백종원 불맛짬뽕라면 만들기 끝내주네!,짬뽕라면,진짜 진짜 맛있게 먹은 짬뽕라면  기본 라면자체가 맛있지만 간단한 레시피로 더더 맛있게 만들수 있어요. 얼큰해서 해장으로도 딱!,344,[재료(2인분 입니다)] 라면 2개| 대패 삼겹살 10~12장| 송송 썬 대파 1컵| 채 썬 양배추 1컵| 양파 1/2개| 물 1000ml| 진간장 2스푼| 고춧가루 2스푼,2인분,아무나,10분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/385/385_recipe_img.jpg
386,87,짬뽕라면,6846650,맛보장@ 치명적 해장짬뽕라면 ,짬뽕라면,백종원 짬뽕레시피+ 대파라면 레시피 등 머릿속의 각종 라면레시피들을 혼합해서 만든 나만의 짬뽕라면레시피!! 초간단! 맛보장! 본인은 이 라면을 3일연속 끓여먹었다는 이야기...  ,342,[재료] 오징어 1/2마리| 대파 1T| 청양고추 1개| 면굵은 라면 1개| 돼지고기 생략가능 [양념] 간장 2T| 식용유 1T| 고춧가루 1T| 다진마늘 1T,1인분,아무나,15분이내,https://hcmk-bucket.s3.ap-northeast-2.amazonaws.com/recipe_img/386/386_recipe_img.jpg
